평점,판매자,구매자,날짜,제목,본문,이미지URL
5,SK하이닉스공식대리점 도우,alvi****,2023-07-01,가볍고 빠르고 만족,가볍고 빠르고 만족,[]
5,SK하이닉스공식대리점 도우,puha****,2023-06-30,잇썹의 리뷰를 보고 구매 했는데 하이닉스 메모리 좋네요 ㅎㅎ 디자인도 독특하고 휴대성도 좋습니다!,잇썹의 리뷰를 보고 구매 했는데 하이닉스 메모리 좋네요 ㅎㅎ 디자인도 독특하고 휴대성도 좋습니다!,['https://phinf.pstatic.net/checkout/20230630_72/1688115835492dIjdE_JPEG/20230630_064044.jpg']
5,SK하이닉스공식대리점 도우,leey****,2023-06-30,작고 속도도 빠르네요.잘 산듯 합니다.^^,"작고 속도도 빠르네요.
잘 산듯 합니다.^^",[]
5,SK하이닉스공식대리점 도우,gidr****,2023-06-30,작고 귀엽습니다다만 케이스는 뭔가 케이블이 안들어가는게 잘 안맞긴하네요,"작고 귀엽습니다
다만 케이스는 뭔가 케이블이 안들어가는게 잘 안맞긴하네요",['https://phinf.pstatic.net/checkout/20230630_47/1688087133860HAUl2_JPEG/20230630_100457.jpg']
5,SK하이닉스공식대리점 도우,body****,2023-06-30,제품 아주 만족합니다.,제품 아주 만족합니다.,['https://phinf.pstatic.net/checkout/20230630_50/1688109053250QEdFo_JPEG/20230630_161032.jpg']
5,SK하이닉스공식대리점 도우,flyh****,2023-06-29,꼭 가지고싶었던 제품인데 빨리 배송되어 좋아요,꼭 가지고싶었던 제품인데 빨리 배송되어 좋아요,[]
5,SK하이닉스공식대리점 도우,naba****,2023-06-29,발열 좀 있음동봉 케이스 케이블 구멍 크기 조정 시급전체적으로 만족합니다.,"발열 좀 있음
동봉 케이스 케이블 구멍 크기 조정 시급
전체적으로 만족합니다.",[]
5,SK하이닉스공식대리점 도우,inhe****,2023-06-29,배송빨라서 너무 좋았고 사용해보니 빠르게 자료 옮겨져서 좋았어요 강추,배송빨라서 너무 좋았고 사용해보니 빠르게 자료 옮겨져서 좋았어요 강추,['https://phinf.pstatic.net/checkout/20230629_66/1688029408815fI6gC_JPEG/EC7B5E32-1686-42FE-9C74-565BEEC0155B.jpeg']
5,SK하이닉스공식대리점 도우,farm****,2023-06-29,인식 잘되고 마음에 듭니다.,인식 잘되고 마음에 듭니다.,[]
5,SK하이닉스공식대리점 도우,ks01****,2023-06-29,너무 잘 쓰고 있습니다,너무 잘 쓰고 있습니다,[]
5,옥션,k*h*****,2023-06-29,아주 좋아요,아주 좋아요,[]
5,SK하이닉스공식대리점 도우,rbtj****,2023-06-29,너무 잘 사용중입니다 강추드립니다!,너무 잘 사용중입니다 강추드립니다!,['https://phinf.pstatic.net/checkout/20230629_220/1687974200715BCe8Y_JPEG/ssd_%A9%F6.jpg']
5,SK하이닉스공식대리점 도우,sbjo****,2023-06-29,정말 작네요. 성능이 기대되네요,정말 작네요. 성능이 기대되네요,['https://phinf.pstatic.net/checkout/20230629_222/1688050510764oktG3_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,jiju****,2023-06-29,삼당자분이 친절하고 배송이 너무 빠르네요,삼당자분이 친절하고 배송이 너무 빠르네요,['https://phinf.pstatic.net/checkout/20230629_223/1688039002620pRuK6_JPEG/20230628_210629.jpg']
5,SK하이닉스공식대리점 도우,pakr****,2023-06-28,내구성은 좀 더 써봐야 알겠지만속도는 정상적으로 잘 나오네요.디자인도 작고 예뻐서 들고다니기도 좋을 것 같아요.,"내구성은 좀 더 써봐야 알겠지만
속도는 정상적으로 잘 나오네요.
디자인도 작고 예뻐서 들고다니기도 좋을 것 같아요.","['https://phinf.pstatic.net/checkout/20230628_55/1687961510202viXrV_JPEG/20230628_123806.jpg', 'https://phinf.pstatic.net/checkout/20230628_258/1687961508580hdO8F_JPEG/20230628_123840.jpg', 'https://phinf.pstatic.net/checkout/20230628_150/168796150612585coI_JPEG/20230628_123931.jpg', 'https://phinf.pstatic.net/checkout/20230628_60/1687961505647voQFs_JPEG/20230628_123944.jpg', 'https://phinf.pstatic.net/checkout/20230628_60/16879615007866aauH_JPEG/20230628_124025.jpg']"
4,SK하이닉스공식대리점 도우,regg****,2023-06-28,단점은 대량 데이터 전송시 발열과 발열시 전송속도가 느려진다는 것이고 발열이 없을때 파일 복사 시간이 엄청 빠릅니다빠른 전송속도와 크기가 작아 휴대가 용이하다는게 가장 큰 장점인것,"단점은 대량 데이터 전송시 발열과 발열시 전송속도가 느려진다는 것이고 발열이 없을때 파일 복사 시간이 엄청 빠릅니다
빠른 전송속도와 크기가 작아 휴대가 용이하다는게 가장 큰 장점인것 같아요",[]
5,SK하이닉스공식대리점 도우,kejr****,2023-06-28,속도 빠르고 발열 적고 너무 가벼워요 단점이 하나도 없어요!,속도 빠르고 발열 적고 너무 가벼워요 단점이 하나도 없어요!,['https://phinf.pstatic.net/checkout/20230628_276/1687930461361RuYOR_JPEG/20230628_143204.jpg']
5,SK하이닉스공식대리점 도우,jjoo****,2023-06-28,가볍고 속도도 빨라서 넘 좋아요~!!정말 만족합니다.,"가볍고 속도도 빨라서 넘 좋아요~!!
정말 만족합니다.","['https://phinf.pstatic.net/checkout/20230628_226/1687961315946azFbq_JPEG/1687961304733.jpg', 'https://phinf.pstatic.net/checkout/20230628_205/1687961266321LuBks_JPEG/1687961226897.jpg']"
5,SK하이닉스공식대리점 도우,chae****,2023-06-28,잇섭 광고보고삿어영ㅋㅋㅋ속도가 빠르고 작고 컴펙트한 사이즈가 쓰기좋아요,잇섭 광고보고삿어영ㅋㅋㅋ속도가 빠르고 작고 컴펙트한 사이즈가 쓰기좋아요,['https://phinf.pstatic.net/checkout/20230628_151/1687920251274WUucj_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,purp****,2023-06-28,가볍고 작고 성능도 매우 만족입니다,가볍고 작고 성능도 매우 만족입니다,['https://phinf.pstatic.net/checkout/20230628_103/1687949800518FWlGK_JPEG/20230628_195508.jpg']
5,SK하이닉스공식대리점 도우,youx****,2023-06-28,작고 가벼우면서 속도도 나름빨라여,작고 가벼우면서 속도도 나름빨라여,[]
5,SK하이닉스공식대리점 도우,kmpa****,2023-06-28,배송도 빠르고제품도 안족합니다,"배송도 빠르고
제품도 안족합니다",[]
5,SK하이닉스공식대리점 도우,sgtl****,2023-06-28,아담하고 디자인이 예쁘네요,아담하고 디자인이 예쁘네요,[]
5,SK하이닉스공식대리점 도우,kyle****,2023-06-28,컴팩트 합니다...,컴팩트 합니다...,['https://phinf.pstatic.net/checkout/20230628_173/1687962138389Xp2mN_JPEG/20230628_232152.jpg']
5,SK하이닉스공식대리점 도우,vldz****,2023-06-28,배송 빠르네요~~ 잘 사용할게요 ㅎㅎ,배송 빠르네요~~ 잘 사용할게요 ㅎㅎ,['https://phinf.pstatic.net/checkout/20230628_54/1687961410156ryzJl_JPEG/IMG_3374.jpeg']
5,SK하이닉스공식대리점 도우,khj_****,2023-06-27,배송빨리왔어요. 안경이랑 같이 찍은 사진 보면 얼마나 작은지 아실거에요. 용량도 1테라 든든하네요. 2테라나오면 구매의사 뿜뿜,"배송빨리왔어요. 안경이랑 같이 찍은 사진 보면 얼마나 작은지 아실거에요.

용량도 1테라 든든하네요. 2테라나오면 구매의사 뿜뿜","['https://phinf.pstatic.net/checkout/20230627_214/1687860063973tFvR5_JPEG/IMG_7496.jpeg', 'https://phinf.pstatic.net/checkout/20230627_165/1687860063914mVFc9_JPEG/IMG_7497.jpeg', 'https://phinf.pstatic.net/checkout/20230627_56/1687860064062SLDYb_JPEG/IMG_7498.jpeg', 'https://phinf.pstatic.net/checkout/20230627_208/1687860064061gtlXK_JPEG/IMG_7499.jpeg']"
5,SK하이닉스공식대리점 도우,tess****,2023-06-27,더 큰 용량을 구매하려다가 작고 디자인이 고급스러워서 선택했는데 만족합니다.,"더 큰 용량을 구매하려다가
작고 디자인이 고급스러워서 선택했는데 만족합니다.",[]
5,SK하이닉스공식대리점 도우,gunm****,2023-06-27,속도에 만족합니다.,속도에 만족합니다.,[]
5,SK하이닉스공식대리점 도우,kang****,2023-06-26,처음쓰는 외장ssd신중하게 고르다가 유투브 잇섭 영상보고 결심해서 구매했습니다. 상당히 작고 보호케이스 있어서 안신하게 오래쓰겠네요.,처음쓰는 외장ssd신중하게 고르다가 유투브 잇섭 영상보고 결심해서 구매했습니다. 상당히 작고 보호케이스 있어서 안신하게 오래쓰겠네요.,"['https://phinf.pstatic.net/checkout/20230626_209/16877517353149Uy9o_JPEG/IMG_9873.jpeg', 'https://phinf.pstatic.net/checkout/20230626_27/1687751735910KDoBA_JPEG/IMG_9874.jpeg', 'https://phinf.pstatic.net/checkout/20230626_18/1687751735940cIj8L_JPEG/IMG_9876.jpeg', 'https://phinf.pstatic.net/checkout/20230626_72/1687751735940OmogM_JPEG/IMG_9875.jpeg', 'https://phinf.pstatic.net/checkout/20230626_55/1687751735978jLD7s_JPEG/IMG_9877.jpeg']"
5,SK하이닉스공식대리점 도우,jauf****,2023-06-26,케이블이 두종류나 들어있어서 좋다,케이블이 두종류나 들어있어서 좋다,[]
5,SK하이닉스공식대리점 도우,najo****,2023-06-26,아담하고 디자인 괜찮네요,아담하고 디자인 괜찮네요,[]
5,SK하이닉스공식대리점 도우,wjde****,2023-06-26,속도 빠르고 좋아요.,속도 빠르고 좋아요.,['https://phinf.pstatic.net/checkout/20230626_285/1687750080962eGKaR_JPEG/1687750039681.jpg']
5,SK하이닉스공식대리점 도우,hh90****,2023-06-26,"사이즈도 작고, 속도도 빠릅니다. 만족합니다.","사이즈도 작고, 속도도 빠릅니다. 만족합니다.",[]
5,SK하이닉스공식대리점 도우,jpan****,2023-06-25,잘받았습니다 사업번창하세요,잘받았습니다 사업번창하세요,[]
5,SK하이닉스공식대리점 도우,tall****,2023-06-24,"Sk 하이닉스의 첫 외장 ssd처음이 이 정도 퀄리티라면 그 후속 제품은 정말 대단한 작품 하나 나올 듯장점 : 속도, 크기, d램탑재단점 : 발열 쓰로틀링, 보안 소프트웨어 없음","Sk 하이닉스의 첫 외장 ssd
처음이 이 정도 퀄리티라면 그 후속 제품은 정말 대단한 작품 하나 나올 듯

장점 : 속도, 크기, d램탑재

단점 : 발열 쓰로틀링, 보안 소프트웨어 없음",['https://phinf.pstatic.net/checkout/20230624_97/1687592005592LsCCs_JPEG/20230624_162837.jpg']
5,SK하이닉스공식대리점 도우,whdt****,2023-06-24,아주 좋아요 빠르고 가볍고 작은거 최곱니다,아주 좋아요 빠르고 가볍고 작은거 최곱니다,['https://phinf.pstatic.net/checkout/20230624_193/1687595834785e5PI6_JPEG/image.jpg']
4,SK하이닉스공식대리점 도우,mir6****,2023-06-24,사용해보고 판단 합니다 수고하세요,사용해보고 판단 합니다 수고하세요,[]
5,SK하이닉스공식대리점 도우,wpdl****,2023-06-24,작고소중하고 이뻐용,작고소중하고 이뻐용,['https://phinf.pstatic.net/checkout/20230624_240/1687614031022xWAEo_JPEG/20230624_224016.jpg']
4,SK하이닉스공식대리점 도우,dgle****,2023-06-24,빠른 배송 감사합니다 잘 사용 하겠습니다.,빠른 배송 감사합니다 잘 사용 하겠습니다.,['https://phinf.pstatic.net/checkout/20230624_231/1687594898460Hh3mK_JPEG/1687594870448.jpg']
5,SK하이닉스공식대리점 도우,twet****,2023-06-24,"포장상태 , 배송 모두 👍👍👍👍👍","포장상태 , 배송 모두 👍👍👍👍👍","['https://phinf.pstatic.net/checkout/20230624_265/1687575852555KVwAF_JPEG/IMG_1623.jpeg', 'https://phinf.pstatic.net/checkout/20230624_271/1687575852844jRigK_JPEG/IMG_1624.jpeg', 'https://phinf.pstatic.net/checkout/20230624_11/1687575853261g5KoE_JPEG/IMG_1618.jpeg', 'https://phinf.pstatic.net/checkout/20230624_250/1687575853865ooooX_JPEG/IMG_1615.jpeg', 'https://phinf.pstatic.net/checkout/20230624_286/1687575854361a2Ge8_JPEG/IMG_1616.jpeg']"
5,SK하이닉스공식대리점 도우,igri****,2023-06-23,리뷰에 있는 단점 잘 모르겠음 존나 빠름,리뷰에 있는 단점 잘 모르겠음 존나 빠름,[]
5,SK하이닉스공식대리점 도우,hyok****,2023-06-23,역시 SSD잘 만드는 sk하이닉스 ㅎㅎ,역시 SSD잘 만드는 sk하이닉스 ㅎㅎ,['https://phinf.pstatic.net/checkout/20230623_210/1687526907371rY3Ci_JPEG/20230623_222640.jpg']
3,SK하이닉스공식대리점 도우,sene****,2023-06-23,기존 구성에 전용 케이블이 있지만 짧아서 불편하더군요..결국 케이블 따로 구매하고 사용 중 입니다.,기존 구성에 전용 케이블이 있지만 짧아서 불편하더군요..결국 케이블 따로 구매하고 사용 중 입니다.,['https://phinf.pstatic.net/checkout/20230623_295/1687531233004W8egH_JPEG/20230623_233732.jpg']
5,SK하이닉스공식대리점 도우,wind****,2023-06-23,빠르고 넘 좋습니다 디자인 굿,빠르고 넘 좋습니다 디자인 굿,[]
5,SK하이닉스공식대리점 도우,wppo****,2023-06-23,휴대성이 좋아요. 속도도 빠름,휴대성이 좋아요. 속도도 빠름,[]
5,SK하이닉스공식대리점 도우,bell****,2023-06-23,성능도 좋고 전송도 빠릅니다,성능도 좋고 전송도 빠릅니다,['https://phinf.pstatic.net/checkout/20230623_128/1687499424044qCrQy_JPEG/20230623_144911.jpg']
5,컴퓨존,lcer****,2023-06-23,좋군요. 좋아요. 좋습니다.,좋군요. 좋아요. 좋습니다.,[]
5,옥션,h*s*****,2023-06-23,good!,good!,[]
5,SK하이닉스공식대리점 도우,lwm8****,2023-06-22,케이블도 c타입 a타입 다 줘서 편함앞으로 가격은 잘 모르겠네요 더 떨어지려나.. 일단 적당히 잘 구매한거 같습니다크리스탈마크읽기 1058.05쓰기 1023.78랜덤 4k 읽기 3,"케이블도 c타입 a타입 다 줘서 편함
앞으로 가격은 잘 모르겠네요 더 떨어지려나.. 일단 적당히 잘 구매한거 같습니다

크리스탈마크
읽기 1058.05
쓰기 1023.78
랜덤 4k 읽기 33.17
쓰기 69.70",['https://phinf.pstatic.net/checkout/20230622_113/1687411162432s2Q8l_JPEG/IMG_9920.jpeg']
5,SK하이닉스공식대리점 도우,saib****,2023-06-22,정말 작고 빠르고 맘에 쏙 듭니다!!,정말 작고 빠르고 맘에 쏙 듭니다!!,[]
5,SK하이닉스공식대리점 도우,juk0****,2023-06-22,빠른 배송으로 주말에 작업 할 수 있어서 좋았습니다. 광고 보고 구매했는데 잘 한 것 같습니다.,빠른 배송으로 주말에 작업 할 수 있어서 좋았습니다. 광고 보고 구매했는데 잘 한 것 같습니다.,[]
5,SK하이닉스공식대리점 도우,life****,2023-06-21,잇섭님 보고 구매해요! 역시 작고 빠르네요!,잇섭님 보고 구매해요! 역시 작고 빠르네요!,"['https://phinf.pstatic.net/checkout/20230621_182/1687310709582bcdEl_JPEG/IMG_5770.jpeg', 'https://phinf.pstatic.net/checkout/20230621_90/1687310710205R3GSP_JPEG/IMG_5769.jpeg']"
5,SK하이닉스공식대리점 도우,bahw****,2023-06-21,속도도 빠르고 잘 쓰고 있어요 ㅎㅎ,속도도 빠르고 잘 쓰고 있어요 ㅎㅎ,['https://phinf.pstatic.net/checkout/20230621_286/16873195614402VWCD_JPEG/%A2%ACSSD.jpg']
5,SK하이닉스공식대리점 도우,k811****,2023-06-21,속도도 빠르고 안정적입니다,속도도 빠르고 안정적입니다,['https://phinf.pstatic.net/checkout/20230621_112/1687317207009CQ7k7_JPEG/20230621_121048.jpg']
5,11번가,ki******,2023-06-21,최고예요,속도빠르고 외장 깔끔합니다. 무게도 거의 안느껴질정도로 가볍습니다. 강추합니다.,[]
5,SK하이닉스공식대리점 도우,iggi****,2023-06-21,성능이 좋다하여 구입하였습니다. 잘쓰겠습니다,성능이 좋다하여 구입하였습니다. 잘쓰겠습니다,[]
5,G마켓,c*a*****,2023-06-20,귀욤귀욤,디자인이 귀요미샌디스크 익스트림프로랑 비교작은데 두꺼움마감이… 왜 범퍼를 주는지 알 것 같음방진방수 안될거 같음리셋버튼인가 싶었던 작동 점멸등맥북 전원 연결한 상태에서 이거 연결하면 이것도 전류흐름 ㄷㄷ생각보다 뜨거움,"['https://shopping-phinf.pstatic.net/20230623_21/e084e705-1a8a-45e4-bb24-742c704b87a0.jpg', 'https://shopping-phinf.pstatic.net/20230623_29/aa7a36b6-5e67-485a-9c92-695809866dd1.jpg']"
4,SK하이닉스공식대리점 도우,rudg****,2023-06-20,작고 가볍습니다외관도 고급지고 앞으로 자주 쓸 듯 해요,"작고 가볍습니다
외관도 고급지고 앞으로 자주 쓸 듯 해요",['https://phinf.pstatic.net/checkout/20230620_158/1687241632466ybSwJ_JPEG/20230620_151345.jpg']
5,SK하이닉스공식대리점 도우,qus1****,2023-06-20,디자인도 좋고 휴대도 간편하여 만족합니다,디자인도 좋고 휴대도 간편하여 만족합니다,[]
5,SK하이닉스공식대리점 도우,orzl****,2023-06-20,작고 소중하네요. 잘쓸께요.,"작고 소중하네요.
잘쓸께요.",['https://phinf.pstatic.net/checkout/20230620_78/16872528559938rv9E_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,kyo6****,2023-06-20,깔끔하게 잘 도착했습니다,깔끔하게 잘 도착했습니다,[]
5,이노윈,gytk****,2023-06-20,배송도 빠르고 좋습니다,배송도 빠르고 좋습니다,['https://phinf.pstatic.net/checkout/20230620_78/1687240086452BjmgT_JPEG/20230620_144749.jpg']
5,G마켓,l*h*****,2023-06-20,잘 받았습니다,배송도 빠르고 좋아요,['https://shopping-phinf.pstatic.net/20230623_26/16a78e9e-7995-413b-b9e8-1bd8814e87a7.jpg']
5,SK하이닉스공식대리점 도우,khch****,2023-06-20,작고 예뻐서 좋네요,작고 예뻐서 좋네요,[]
5,SK하이닉스공식대리점 도우,lmsb****,2023-06-20,배송이 빨랐어요 ~,배송이 빨랐어요 ~,[]
5,SK하이닉스공식대리점 도우,siap****,2023-06-20,배송 빠르고 물건도 좋고 너무너무 만족스러웠습니디.,배송 빠르고 물건도 좋고 너무너무 만족스러웠습니디.,[]
5,SK하이닉스공식대리점 도우,fani****,2023-06-20,완전빠르고 작고 좋아요!! 하나 더 살거같아요ㅎㅎ,완전빠르고 작고 좋아요!! 하나 더 살거같아요ㅎㅎ,['https://phinf.pstatic.net/checkout/20230620_162/1687220661839MB2F6_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,silv****,2023-06-19,신랑선물로 구매해줬는데 마음에 들어해요~~ 2테라도 나왔으면 좋겠대요^^사이즈가 작아서 휴대하기 좋을것 같아요~,"신랑선물로 구매해줬는데 마음에 들어해요~~ 2테라도 나왔으면 좋겠대요^^
사이즈가 작아서 휴대하기 좋을것 같아요~",['https://phinf.pstatic.net/checkout/20230619_120/1687149223877EwpWv_JPEG/20230618_205036.jpg']
4,SK하이닉스공식대리점 도우,melo****,2023-06-19,"사이즈, 속도는 대 만족 다만 지급되는 케이스에 c타입 연결부위 구멍을 좀더 크게 만들어 줬으면 좋겠습니다","사이즈, 속도는 대 만족 다만 지급되는 케이스에 c타입 연결부위 구멍을 좀더 크게 만들어 줬으면 좋겠습니다",[]
5,SK하이닉스공식대리점 도우,jhkk****,2023-06-19,빨라요 크기도 작고.핸드폰 사진 다 옮겨도 넉넉하네요,빨라요 크기도 작고.핸드폰 사진 다 옮겨도 넉넉하네요,['https://phinf.pstatic.net/checkout/20230619_252/16871459954611ygCD_JPEG/IMG_7339.jpeg']
5,SK하이닉스공식대리점 도우,chao****,2023-06-19,외장하드 이쁘네요 잘쓰겠습니다.,외장하드 이쁘네요 잘쓰겠습니다.,[]
4,SK하이닉스공식대리점 도우,auud****,2023-06-19,아직 사용 안해보긴했는데 잘옴,아직 사용 안해보긴했는데 잘옴,['https://phinf.pstatic.net/checkout/20230619_268/1687157265244Nmg2e_JPEG/IMG_2707.jpeg']
5,SK하이닉스공식대리점 도우,hyun****,2023-06-19,좋네요 잘 쓰고있어요,좋네요 잘 쓰고있어요,['https://phinf.pstatic.net/checkout/20230619_154/1687173532963XwlEA_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,wlsg****,2023-06-18,외장하드가 너무 느려서 추천받아서 샀는데 대만족입니다 ㅎ,외장하드가 너무 느려서 추천받아서 샀는데 대만족입니다 ㅎ,[]
5,SK하이닉스공식대리점 도우,fiec****,2023-06-18,속도도 기존에 다른 ssd하고 체감 됩니다.👍,속도도 기존에 다른 ssd하고 체감 됩니다.👍,[]
4,SK하이닉스공식대리점 도우,kimo****,2023-06-18,발열도 크게 없고 사이즈도 작고 좋은데 커버를 씌우면 c타입단자 구멍이 안맞습니다 제꺼 커버만 안맞는건지 다그런건지.... 다그런거라면 커버를 다시 만들어야될거 같습니다,"발열도 크게 없고 사이즈도 작고 좋은데
커버를 씌우면 c타입단자 구멍이 안맞습니다
제꺼 커버만 안맞는건지 다그런건지....
다그런거라면 커버를 다시 만들어야될거 같습니다",[]
5,SK하이닉스공식대리점 도우,tmdw****,2023-06-17,크기도 작고 디자인도 깔끔하네요! 외장ssd 처음 써보는데 파일 업로드 속도도 빨라서 컬쳐소크네요!,크기도 작고 디자인도 깔끔하네요! 외장ssd 처음 써보는데 파일 업로드 속도도 빨라서 컬쳐소크네요!,['https://phinf.pstatic.net/checkout/20230617_37/1687012499031VucfB_JPEG/AC6BE8EB-194E-4EE4-9AB3-20405F7E12FD.jpeg']
5,SK하이닉스공식대리점 도우,litt****,2023-06-17,아주 만족합니다. ^^ 속도도 빠르고 발열도 잘 관리되네요.,아주 만족합니다. ^^ 속도도 빠르고 발열도 잘 관리되네요.,[]
5,SK하이닉스공식대리점 도우,kimh****,2023-06-17,굿임니다 소형이라 휴대하기간편하고 성능도 좋네요,"굿임니다 소형이라 휴대하기
간편하고 성능도 좋네요",['https://phinf.pstatic.net/checkout/20230617_223/1686974656293g4Yqo_JPEG/20230616_144934.jpg']
5,SK하이닉스공식대리점 도우,perc****,2023-06-17,작고 귀엽네요~~ 성능은 사용해봐야 알거 같아요,작고 귀엽네요~~ 성능은 사용해봐야 알거 같아요,"['https://phinf.pstatic.net/checkout/20230617_298/1686984428062fg16a_JPEG/IMG_2175.jpeg', 'https://phinf.pstatic.net/checkout/20230617_91/1686984428332hJ68r_JPEG/IMG_2174.jpeg']"
5,SK하이닉스공식대리점 도우,wooj****,2023-06-17,속도 빠르고 인식 잘 되고 굿긋!,속도 빠르고 인식 잘 되고 굿긋!,[]
5,SK하이닉스공식대리점 도우,tjy9****,2023-06-17,만족스럽게 잘 쓰고 있습니다,만족스럽게 잘 쓰고 있습니다,['https://phinf.pstatic.net/checkout/20230617_191/1686974552379uNG6J_JPEG/20230518_142357.jpg']
5,SK하이닉스공식대리점 도우,3668****,2023-06-17,속도도 빠르고 엄청 자가요,속도도 빠르고 엄청 자가요,['https://phinf.pstatic.net/checkout/20230617_49/1686966981287ONNx9_JPEG/IMG_2686.jpeg']
5,SK하이닉스공식대리점 도우,h0y1****,2023-06-17,굿임다 잘쓰는중요 굿,굿임다 잘쓰는중요 굿,[]
5,G마켓,i*a*****,2023-06-17,작고 빠르고 좋네요,맘에듭니다 동봉된 케이스도 심플하고 좋네요. 속도도 빠릅니다,"['https://shopping-phinf.pstatic.net/20230620_7/23490030-0f89-40a8-b699-b1824f697625.jpg', 'https://shopping-phinf.pstatic.net/20230620_0/ac1108bd-084d-484e-ac99-1dbc254ed3bb.jpg', 'https://shopping-phinf.pstatic.net/20230620_16/4c1198d5-fefd-4bff-825d-fe3e051d927a.jpg']"
5,SK하이닉스공식대리점 도우,dora****,2023-06-17,속도가 너무 빠르고 들고 다니기도 좋아서 너무 좋아요,속도가 너무 빠르고 들고 다니기도 좋아서 너무 좋아요,['https://phinf.pstatic.net/checkout/20230617_130/1686971570468J5qGQ_JPEG/image.jpg']
5,이선디지탈,robi****,2023-06-16,기존 사용하던 외장하드가 고장나서 이왕 새로 구입하는거 좋은거로 구입했는데 만족합니다.배송 : 구입 다음날 내가 가장 좋아하는 우체국 택배로 빠르게 보내줘서 좋았어요상품 : 사용해,"기존 사용하던 외장하드가 고장나서 이왕 새로 구입하는거 좋은거로 구입했는데 만족합니다.
배송 : 구입 다음날 내가 가장 좋아하는 우체국 택배로 빠르게 보내줘서 좋았어요
상품 : 사용해보니 조그마한데 속도는 엄청 빠르네요
품질보증도 3년이나되서 좋습니다.","['https://phinf.pstatic.net/checkout/20230616_36/1686897394449PAUmn_JPEG/KakaoTalk_20230616_153118021_01.jpg', 'https://phinf.pstatic.net/checkout/20230616_210/1686897427587HnXx9_JPEG/KakaoTalk_20230616_153118021.jpg']"
5,SK하이닉스공식대리점 도우,kore****,2023-06-16,속도빠르고 가볍고 디자인도 이쁘네요 가드가함께줘서 실생활에 더욱좋은듯,속도빠르고 가볍고 디자인도 이쁘네요 가드가함께줘서 실생활에 더욱좋은듯,['https://phinf.pstatic.net/checkout/20230616_159/1686890044024yKeA6_JPEG/1686890025165.jpg']
5,SK하이닉스공식대리점 도우,enja****,2023-06-16,전송속도 빠르고 가볍고 크기가 작아서 좋음,전송속도 빠르고 가볍고 크기가 작아서 좋음,['https://phinf.pstatic.net/checkout/20230616_165/1686885562601uyRO4_JPEG/1686885536444.jpg']
5,SK하이닉스공식대리점 도우,ax22****,2023-06-16,좋아요 배송빠르고 물건도 좋네오,좋아요 배송빠르고 물건도 좋네오,"['https://phinf.pstatic.net/checkout/20230616_43/1686885930488JvusA_JPEG/IMG_0459.jpeg', 'https://phinf.pstatic.net/checkout/20230616_191/1686885931398NIL7Y_JPEG/IMG_0458.jpeg', 'https://phinf.pstatic.net/checkout/20230616_272/1686885931271vML4q_JPEG/IMG_0460.jpeg', 'https://phinf.pstatic.net/checkout/20230616_155/1686885931464pUDTP_JPEG/IMG_0457.jpeg']"
5,SK하이닉스공식대리점 도우,maan****,2023-06-16,뻐른속도 작은 ssd 휴대성 좋아요,뻐른속도 작은 ssd 휴대성 좋아요,['https://phinf.pstatic.net/checkout/20230616_14/1686917390257XxD4D_JPEG/IMG_2026.jpeg']
4,이선디지탈,good****,2023-06-16,생각보다 속도감이 느린것 같음,생각보다 속도감이 느린것 같음,[]
5,SK하이닉스공식대리점 도우,ff33****,2023-06-16,속도도 빠르고 너무 좋네요!,속도도 빠르고 너무 좋네요!,['https://phinf.pstatic.net/checkout/20230616_296/1686900701420OAhcI_JPEG/16869006927298196949112276949895.jpg']
5,SK하이닉스공식대리점 도우,maro****,2023-06-16,만족 오네가이시마스요,만족 오네가이시마스요,[]
5,SK하이닉스공식대리점 도우,sa50****,2023-06-16,배송이 빠르고 좋아요,배송이 빠르고 좋아요,[]
5,SK하이닉스공식대리점 도우,nwjd****,2023-06-15,기대이상입니다무게감도 디자인도 아주좋아요성능은 당연하겟져?,"기대이상입니다
무게감도 디자인도 아주좋아요
성능은 당연하겟져?",['https://phinf.pstatic.net/checkout/20230615_286/1686840044627viGFj_JPEG/IMG_7658.jpeg']
5,SK하이닉스공식대리점 도우,istr****,2023-06-15,너무 좋아서 다음에또 구매 하고싶어요,너무 좋아서 다음에또 구매 하고싶어요,[]
5,SK하이닉스공식대리점 도우,lds0****,2023-06-15,안전하게 잘 도착했습니다!,안전하게 잘 도착했습니다!,['https://phinf.pstatic.net/checkout/20230615_122/1686839785725hgqin_JPEG/image.jpg']
5,SK하이닉스공식대리점 도우,glor****,2023-06-15,맥에서 잘사용되고 좋아요!,맥에서 잘사용되고 좋아요!,[]
4,SK하이닉스공식대리점 도우,tpno****,2023-06-15,잘받아서요감사합ㄴ다~~,"잘받아서요
감사합ㄴ다~~",[]
5,SK하이닉스공식대리점 도우,alex****,2023-06-15,만족합니다 좋은제품 입니다!,만족합니다 좋은제품 입니다!,[]
4,SK하이닉스공식대리점 도우,shad****,2023-06-14,크기도 아담하고좋네요 초기불량만없기를...,크기도 아담하고좋네요 초기불량만없기를...,[]
